MUNICIPIO,LOCALIDAD, HABITANTES ,LATITUD,LONGITUD,
Teuchitl·n,Teuchitl·n,3774,20.68686,-103.84919,
PesquerÌa,Colinas del Aeropuerto,3774,25.82298,-100.12096,
Chiautempan,San BartolomÈ Cuahuixmatlac,3774,19.29711,-98.15393,
Tezontepec de Aldama,Mangas,3776,20.19176,-99.24857,
Tolcayuca,General Felipe ¡ngeles (Los ¡ngeles),3776,19.89477,-98.92757,
CaÒada Morelos,San JosÈ Ixtapa,3779,18.71532,-97.45207,
Omealca,Omealca,3780,18.74578,-96.78511,
Apaseo El Alto,San BartolomÈ Aguas Calientes,3781,20.49518,-100.54994,
Sucil·,Sucil·,3785,21.15797,-88.31399,
Villa de Cos,Chaparrosa,3785,23.08512,-102.278,
Venustiano Carranza,La Palma (La Palma de Jes˙s),3787,20.14502,-102.76282,
Guadalupe,ZÛquite,3788,22.78623,-102.42038,
Tecom·n,Madrid,3790,19.08483,-103.87067,
Atlautla,San Juan Tepecoculco,3790,18.9853,-98.79082,
Texcoco,La PurificaciÛn Tepetitla,3790,19.5246,-98.81967,
Matlapa,Matlapa,3792,21.33627,-98.82445,
TorreÛn,La Concha,3794,25.63622,-103.37952,
Coatepec,Mahuixtl·n,3794,19.41087,-96.91865,
UniÛn Ju·rez,Santo Domingo,3796,15.03015,-92.1012,
Comonfort,Neutla,3797,20.70668,-100.8389,
Ocampo,Ocampo,3799,19.58564,-100.34146,
Chalchihuites,Chalchihuites,3799,23.47485,-103.88535,
Zinacantepec,La Joya,3800,19.276389,-99.758889,
Totutla,Totutla,3802,19.2101,-96.96321,
Nacajuca,El Cedro,3805,18.042778,-92.942778,
Ensenada,Colonia Lomas de San RamÛn (Triquis),3805,30.70333,-116.00194,
Cuautitl·n,La Providencia,3806,19.75474,-99.14662,
Chiapilla,Chiapilla,3809,16.57323,-92.72024,
El MarquÈs,San Isidro Miranda,3810,20.56986,-100.32507,
Ixtlahuaca,Guadalupe Cachi,3812,19.60069,-99.82155,
San Juan Evangelista,EstaciÛn Juanita,3813,17.80915,-95.21723,
Santiago MaravatÌo,Santiago MaravatÌo,3820,20.1723,-100.99429,
MulegÈ,Heroica MulegÈ,3821,26.8931,-111.98011,
Aljojuca,Aljojuca,3821,19.09602,-97.53101,
C·rdenas,Melchor Ocampo,3821,18.04118,-93.35858,
Atltzayanca,Atlzayanca,3826,19.43297,-97.79454,
Coatzacoalcos,Puerto Esmeralda,3826,18.14792,-94.5178,
Villa Victoria,Villa Victoria,3827,19.43492,-99.99632,
Magdalena Tequisistl·n,Magdalena Tequisistl·n,3829,16.40602,-95.59202,
Tenancingo,La Trinidad,3832,18.96583,-99.58097,
Ayoquezco de Aldama,Ayoquezco de Aldama,3833,16.68563,-96.84456,
¡lamo Temapache,Estero del Õdolo,3833,20.891,-97.6598,
Tlajomulco de Z˙Òiga,La UniÛn del Cuatro (San JosÈ del Valle),3841,20.53347,-103.37109,
Lerma,Colonia ¡lvaro ObregÛn,3843,19.37598,-99.49463,
QuerÈtaro,Montenegro,3844,20.76165,-100.43024,
Temoac,Huazulco,3847,18.75101,-98.77765,
Navolato,San Pedro,3848,24.76955,-107.55412,
Nazareno Etla,Nazareno Etla,3850,17.18133,-96.82721,
Villa Guerrero,Santiago Oxtotitl·n,3853,18.96533,-99.67662,
Huimanguillo,C-31 (General Francisco Villa),3854,17.96756,-93.45157,
San Juan CotzocÛn,MarÌa Lombardo de Caso,3857,17.44582,-95.42875,
Santa Cruz Xitla,Santa Cruz Xitla,3857,16.32528,-96.67189,
Fresnillo,L·zaro C·rdenas (Rancho Grande),3857,23.44831,-102.9624,
Ocuituco,Jumiltepec,3859,18.91077,-98.77648,
San Miguel Quetzaltepec,San Miguel Quetzaltepec,3860,16.97346,-95.76359,
Naucalpan de Ju·rez,Santiago Tepatlaxco,3864,19.47521,-99.34099,
Coeneo,Coeneo de la Libertad,3865,19.82214,-101.58589,
Cuautla,PeÒa Flores (Palo Verde),3867,18.86812,-98.96784,
Villa Guerrero,Villa Guerrero,3869,21.98278,-103.59313,
QuerÈtaro,La Solana,3871,20.74219,-100.39485,
Jilotepec,Jilotepec,3871,19.60985,-96.95085,
Tlalnepantla,Tlalnepantla,3872,19.00752,-98.99822,
Apetatitl·n de Antonio Carvajal,Apetatitl·n,3872,19.33275,-98.19419,
Timucuy,Timucuy,3872,20.80974,-89.51537,
Alpoyeca,Alpoyeca,3874,17.67068,-98.50957,
Papalotla de XicohtÈncatl,San Marcos Contla,3875,19.19937,-98.19857,
Zinacant·n,Zinacant·n,3876,16.75864,-92.71593,
MartÌnez de la Torre,Felipe Carrillo Puerto,3877,20.13756,-96.95598,
Morelos,Santa Clara de Ju·rez,3878,19.71973,-99.60957,
Cuitzeo,Mariano Escobedo (San Lorenzo),3880,19.9643,-101.06122,
San Juan del RÌo,Arcila,3881,20.41102,-100.10937,
Chilchota,Ich·n,3883,19.85543,-102.05485,
P·nuco,Tamos,3883,22.21628,-97.99287,
Ocoyucan,Santa MarÌa Malacatepec,3885,18.94447,-98.30201,
Cunduac·n,Libertad,3885,18.17284,-93.35564,
Ixtlahuaca,San Juan de las Manzanas,3887,19.56342,-99.8313,
General Enrique Estrada,General Enrique Estrada,3887,22.99609,-102.74321,
Temascalapa,San BartolomÈ Actopan,3889,19.83957,-98.8545,
Puebla,San Pedro Zacachimalpa,3889,18.94248,-98.15858,
Morelia,San Antonio,3890,19.66722,-101.268056,
Ures,Heroica Ciudad de Ures,3894,29.427,-110.38461,
Tetlatlahuca,Santa Cruz Aquiahuac,3896,19.23941,-98.28258,
Veracruz,Delfino Victoria (Santa Fe),3896,19.20729,-96.27309,
Tlaltizap·n,Ticum·n,3897,18.75426,-99.12142,
Tequila,Tequila,3897,18.72944,-97.07041,
San Felipe Orizatl·n,Huitzitzilingo,3898,21.17272,-98.65716,
Celaya,Roque,3900,20.582,-100.83979,
El MarquÈs,Santa Cruz,3902,20.71163,-100.30443,
Centro,Anacleto Canabal 1ra. SecciÛn,3903,17.973889,-92.995556,
Venustiano Carranza,Soyatit·n,3904,16.29403,-92.42483,
San Juan Bautista Cuicatl·n,San Juan Bautista Cuicatl·n,3908,17.80176,-96.96061,
Tezonapa,Motzorongo,3909,18.64161,-96.72702,
Acaxochitl·n,Los Reyes,3910,20.15842,-98.16064,
San AndrÈs Tuxtla,CalerÌa,3910,18.42802,-95.17851,
Sierra Mojada,HÈrcules,3914,28.04348,-103.79037,
Nicol·s Bravo,Azumbilla,3914,18.64336,-97.39505,
Zihuatanejo de Azueta,Pantla,3917,17.73797,-101.634,
Huimanguillo,C-32 (Licenciado Francisco Trujillo GurrÌa),3917,17.96643,-93.50064,
Ocozocoautla de Espinosa,Ocuilapa de Ju·rez,3921,16.85703,-93.41545,
TarÌmbaro,Real Hacienda (MetrÛpolis),3921,19.75146,-101.19809,
Zinacantepec,Santa MarÌa del Monte,3922,19.29097,-99.82121,
Jala,Jomulco,3922,21.10208,-104.42428,
Gral. Bravo,General Bravo,3927,25.79314,-99.17827,
Cuautlancingo,La Trinidad Chautenco,3927,19.08933,-98.25746,
Tlapacoyan,La Palmilla,3927,20.01932,-97.14566,
Jamapa,Jamapa,3928,19.04076,-96.24132,
Sabinas,Cloete,3930,27.92319,-101.1848,
Guadalupe,Las Escobas,3930,25.674501,-100.129749,
Jilotepec,Las Huertas,3931,19.972222,-99.556111,
Par·cuaro,Par·cuaro,3932,19.14789,-102.22117,
Francisco Z. Mena,Metlaltoyuca,3934,20.73299,-97.85034,
Ayahualulco,Los Altos,3934,19.44604,-97.20243,
Monte Escobedo,Monte Escobedo,3937,22.30656,-103.56035,
Teocuitatl·n de Corona,Teocuitatl·n de Corona,3938,20.09366,-103.37922,
La Perla,La Perla,3939,18.92759,-97.13238,
Tetiz,Tetiz,3939,20.96191,-89.93371,
Villa del CarbÛn,Pueblo Nuevo,3940,19.674444,-99.619167,
San Pedro Comitancillo,San Pedro Comitancillo,3941,16.49081,-95.15352,
Teziutl·n,San Sebasti·n,3942,19.85532,-97.37073,
Guasave,El BurriÛn,3942,25.54145,-108.4094,
Chilapa de ¡lvarez,Nejapa,3944,17.61388,-99.14293,
Nicol·s Romero,Loma Larga,3945,19.6275,-99.346111,
Palmar de Bravo,Cuesta Blanca,3946,18.84566,-97.46726,
Amat·n,Amat·n,3947,17.37329,-92.81728,
Tepeji del RÌo de Ocampo,San Buenaventura,3949,19.83085,-99.32706,
Jaral del Progreso,Victoria de Cortazar,3950,20.33785,-101.03309,
Tihuatl·n,Zacate Colorado,3952,20.49829,-97.52356,
ChampotÛn,Villa Madero,3954,19.52483,-90.69964,
Atzitzihuac·n,San Juan Amecac,3956,18.83469,-98.65968,
Ixtaczoquitl·n,Sumidero,3959,18.90582,-97.02355,
Chiquilistl·n,Chiquilistl·n,3962,20.08539,-103.86288,
San Bartolo Coyotepec,Reyes MantecÛn,3962,16.90921,-96.7255,
Soledad Atzompa,Atzompa,3964,18.72872,-97.18875,
Santiago Ixcuintla,Yago,3965,21.83571,-105.06347,
Ezequiel Montes,Bernal,3965,20.73851,-99.93935,
San Luis RÌo Colorado,Golfo de Santa Clara,3967,31.68839,-114.49788,
Charapan,Charapan,3968,19.64569,-102.24605,
Uruapan,San Lorenzo,3971,19.52673,-102.10811,
Nopaltepec,San Felipe Teotitl·n,3974,19.80366,-98.69904,
HopelchÈn,BolonchÈn de RejÛn,3975,20.00393,-89.7456,
Ixcatepec,Ixcatepec,3975,21.23727,-98.00683,
Otzolotepec,San AgustÌn Mimbres,3977,19.453333,-99.555556,
Hidalgotitl·n,Hidalgotitl·n,3980,17.77112,-94.6467,
San Bartolo Coyotepec,San Bartolo Coyotepec,3981,16.95442,-96.70706,
Calakmul,Xpujil,3984,18.50513,-89.39545,
Puru·ndiro,Villachuato,3986,20.14498,-101.63499,
Hueypoxtla,Hueypoxtla,3989,19.91007,-99.07691,
Chilapa de ¡lvarez,Ayahualulco,3994,17.50267,-99.18446,
Delicias,Colonia RevoluciÛn,3995,28.23898,-105.44429,
Rafael Lara Grajales,M·ximo Serd·n,3998,19.26622,-97.82375,
Silao,Coecillo,4002,20.97894,-101.45194,
Nicol·s Romero,TransfiguraciÛn,4002,19.57793,-99.40999,
Fresnillo,RÌo Florido,4005,23.34367,-102.98997,
Taxco de AlarcÛn,Acuitlap·n,4006,18.60173,-99.5421,
Valle de Ju·rez,Valle de Ju·rez,4006,19.93236,-102.94748,
Tlacojalpan,Tlacojalpan,4006,18.22991,-95.94768,
Zapopan,Nextipac,4008,20.76382,-103.52563,
TorreÛn,La Partida,4010,25.59063,-103.30543,
OthÛn P. Blanco,Nicol·s Bravo,4011,18.45895,-88.9287,
San AndrÈs Tuxtla,Salto de Eyipantla,4011,18.38838,-95.20082,
Jocotitl·n,Los Reyes,4012,19.68256,-99.76576,
SoyalÛ,SoyalÛ,4014,16.88944,-92.92396,
Carmen,Alianza Real,4022,25.85389,-100.38708,
Jes˙s Carranza,Jes˙s Carranza,4023,17.43715,-95.02698,
Coroneo,Coroneo,4024,20.20182,-100.36857,
Zumpango,Villas de la Laguna,4024,19.8361,-99.09,
Tangamandapio,La Cantera,4024,19.86422,-102.41073,
Acajete,Santa MarÌa Nenetzintla,4024,19.05294,-97.9708,
Chiautla,Tlancualpican,4024,18.44093,-98.69112,
Acaxochitl·n,Acaxochitl·n,4026,20.15676,-98.20387,
Progreso,Campestre Flamboyanes,4027,21.21041,-89.66134,
Almoloya de Ju·rez,Mayorazgo de LeÛn (EstaciÛn RÌo MÈxico),4030,19.46451,-99.75166,
Joquicingo,Joquicingo de LeÛn Guzm·n,4033,19.04878,-99.53477,
Sahuaripa,Sahuaripa,4041,29.05433,-109.23843,
San Juan Evangelista,San Juan Evangelista,4044,17.8894,-95.13957,
Lerdo,La Loma,4045,25.46421,-103.66921,
Jalpa de MÈndez,Soyataco,4046,18.21221,-93.07248,
Hidalgo,Agostitl·n,4048,19.53861,-100.62068,
Rosario,Agua Verde,4053,22.89271,-105.97348,
San MartÌn Texmelucan,San Buenaventura Tecaltzingo,4055,19.24493,-98.46026,
Atotonilco de Tula,Vito,4056,19.99108,-99.20195,
Zumpahuac·n,Zumpahuac·n,4056,18.8368,-99.58129,
Ac·mbaro,Par·cuaro,4058,20.14378,-100.76157,
Tila,Nueva Esperanza,4059,17.24612,-92.45462,
Santa Clara,Santa Clara,4061,24.47676,-103.36046,
Tepatitl·n de Morelos,Pegueros,4063,20.95374,-102.67105,
Iz˙car de Matamoros,La Galarza,4063,18.66623,-98.45669,
Tlalchapa,Tlalchapa,4067,18.40937,-100.47794,
Cuautitl·n Izcalli,Axotl·n,4071,19.694167,-99.239444,
Chietla,Escape de Lagunillas,4072,18.48775,-98.658,
San MartÌn Texmelucan,San Francisco Tepeyecac,4072,19.24547,-98.43706,
Singuilucan,Singuilucan,4076,19.97027,-98.51943,
Papalotla,Papalotla,4076,19.56083,-98.85901,
Acambay,Villa de Acambay de RuÌz CastaÒeda,4077,19.95414,-99.84438,
Ixtlahuaca,Santa MarÌa del Llano,4078,19.63369,-99.72647,
Chicxulub Pueblo,Chicxulub Pueblo,4080,21.13567,-89.51584,
QuerÈtaro,Pie de Gallo,4089,20.78757,-100.49616,
Salvatierra,El Sabino,4095,20.28156,-101.00034,
San CristÛbal Amatl·n,San CristÛbal Amatl·n,4097,16.31777,-96.40929,
Rafael Lucio,Rafael Lucio,4097,19.59382,-96.98929,
Coxcatl·n,Calipan,4099,18.29246,-97.16552,
San Felipe del Progreso,Calvario del Carmen,4101,19.63899,-100.0065,
Actopan,Actopan,4102,19.50611,-96.61859,
Sombrerete,Colonia Gonz·lez Ortega,4104,23.96347,-103.45723,
Santa InÈs Ahuatempan,Santa InÈs Ahuatempan,4105,18.41222,-98.01993,
S˙chil,S˙chil,4107,23.62445,-103.91783,
Villa de Tututepec de Melchor Ocampo,San JosÈ del Progreso,4110,16.09575,-97.69687,
QuerÈtaro,Buenavista,4115,20.82278,-100.46937,
Acolman,San Marcos Nepantla,4116,19.66912,-98.93158,
Tizayuca,Tepojaco,4119,19.83983,-98.94932,
Santiago Yaitepec,Santiago Yaitepec,4120,16.22491,-97.26625,
Cunduac·n,Cucuyulapa,4120,17.98362,-93.25648,
CaÒada Morelos,Morelos CaÒada,4121,18.73943,-97.41909,
Puebla,Santa Catarina,4123,18.97569,-98.1628,
Papantla,El Chote,4124,20.40155,-97.34392,
Huiloapan de CuauhtÈmoc,Huiloapan de CuauhtÈmoc,4125,18.81735,-97.15464,
Hocab·,Hocab·,4127,20.81571,-89.24577,
Xochitepec,Atlacholoaya,4131,18.74456,-99.22552,
Chacaltianguis,Chacaltianguis,4133,18.30521,-95.84139,
Arandas,Santa MarÌa del Valle,4142,20.87872,-102.38121,
Matamoros,Hidalgo,4143,25.49036,-103.1382,
Chapulhuac·n,Chapulhuac·n,4143,21.15768,-98.90457,
Puerto Vallarta,Las Palmas de Arriba,4145,20.82266,-105.09978,
San AndrÈs Huaxpaltepec,San AndrÈs Huaxpaltepec,4146,16.33002,-97.91735,
ManÌ,ManÌ,4146,20.38554,-89.39067,
Calnali,Calnali,4147,20.89789,-98.58772,
TarÌmbaro,Cuto del Porvenir,4147,19.86804,-101.14337,
Llera,Llera de Canales,4148,23.31498,-99.02212,
Xochistlahuaca,Xochistlahuaca,4152,16.79448,-98.24176,
Huimanguillo,RÌo Seco y MontaÒa 2da. SecciÛn,4154,17.978056,-93.385278,
Tlahuelilpan,Colonia CuauhtÈmoc,4155,20.14116,-99.23859,
Zamora,La Rinconada,4155,20.04279,-102.28836,
Acaxochitl·n,Santa Ana Tzacuala,4156,20.19762,-98.2042,
Ahome,Compuertas,4156,25.84154,-109.01947,
Cunduac·n,Huimango,4158,18.13219,-93.16012,
Coxquihui,Coxquihui,4160,20.1838,-97.58138,
Ixtacuixtla de Mariano Matamoros,San Antonio Atotonilco,4162,19.37349,-98.46531,
Mexicali,Benito Ju·rez (Ejido Tecolotes),4167,32.56756,-114.99598,
Huehuetoca,San Pedro Xalpa,4168,19.82856,-99.18385,
El MarquÈs,Chichimequillas,4169,20.76519,-100.3355,
Perote,San Antonio LimÛn (Totalco),4172,19.50311,-97.35072,
Irapuato,Aldama,4175,20.81572,-101.31524,
Valladolid,Popol·,4176,20.73281,-88.23625,
Yahualica,Santa Teresa,4178,20.89185,-98.38441,
Otzolotepec,Colonia Guadalupe Victoria,4178,19.38444,-99.58271,
El MarquÈs,La Griega,4181,20.66696,-100.2393,
Tuxtla Chico,2da. SecciÛn de Medio Monte,4182,14.881944,-92.184444,
Morelia,Jes˙s del Monte (La Capilla),4182,19.65304,-101.15746,
Contepec,Contepec,4184,19.95066,-100.16634,
Allende,Valle de Ignacio Allende,4185,26.93782,-105.39287,
Buenavista,Santa Ana Amatl·n,4189,19.15848,-102.53947,
BriseÒas,BriseÒas de Matamoros,4193,20.26859,-102.5622,
San Mateo Atenco,Santa MarÌa la AsunciÛn,4200,19.26588,-99.54937,
Huehuetoca,San Miguel Jag¸eyes,4201,19.837778,-99.2725,
Yauhquemehcan,San Dionisio Yauhquemehcan,4204,19.40948,-98.18259,
Carmen,San Antonio C·rdenas,4206,18.61554,-92.22867,
Tlaxcoapan,Teltip·n de Ju·rez,4207,20.11595,-99.19621,
San Blas,Jalcocot·n,4207,21.47979,-105.09891,
Zautla,San Miguel Tenextatiloyan,4209,19.70978,-97.59582,
Azoy˙,Azoy˙,4211,16.73081,-98.60253,
Soteapan,Buena Vista,4212,18.2281,-94.9325,
Zumpango,Santa MarÌa de Guadalupe,4213,19.821111,-99.127778,
Guasave,Los ¡ngeles,4217,25.60405,-108.48015,
Tetlatlahuca,Tetlatlahuca,4218,19.23357,-98.29354,
Zumpango,San JosÈ de la Loma,4223,19.81049,-99.16427,
Ozuluama de MascareÒas,Ozuluama de MascareÒas,4225,21.66371,-97.85165,
Ajacuba,Santiago Tezontlale,4226,20.15894,-99.09866,
B·cum,B·cum,4227,27.54865,-110.08318,
Guasave,La Trinidad,4230,25.73342,-108.48319,
Centro,Buena Vista RÌo Nuevo 3ra. SecciÛn,4231,17.940556,-93.037778,
C·rdenas,Poblado C-16 General Emiliano Zapata,4233,18.11219,-93.49978,
TÈcpan de Galeana,San Luis San Pedro,4236,17.26483,-100.88126,
San Juan Cacahuatepec,San Juan Cacahuatepec,4236,16.61435,-98.15395,
Ometepec,Cochoapa,4237,16.72007,-98.37162,
EncarnaciÛn de DÌaz,BajÌo de San JosÈ,4238,21.67428,-102.11551,
Santiago Ixcuintla,La Presa,4241,21.79846,-105.19887,
Tl·huac,San Nicol·s Tetelco,4246,19.2168,-98.97379,
Atempan,Tacopan,4248,19.83411,-97.43342,
San Francisco del Oro,San Francisco del Oro,4249,26.86348,-105.84552,
Huixquilucan,Dos RÌos,4249,19.37279,-99.34495,
JimÈnez,Villa JimÈnez,4249,19.9234,-101.74191,
Chapa de Mota,San Juan Tuxtepec,4251,19.8664,-99.6363,
Escuinapa,Teacap·n,4252,22.53812,-105.73751,
Xalpatl·huac,Xalpatl·huac,4255,17.46691,-98.6082,
C·rdenas,Poblado C-09 Licenciado Francisco I. Madero,4257,18.17535,-93.49128,
MÈrida,KomchÈn,4259,21.10283,-89.65818,
Mazat·n,Buenos Aires,4260,14.88873,-92.47996,
Cazones de Herrera,Cazones de Herrera,4260,20.70355,-97.31065,
Santa Apolonia Teacalco,Santa Apolonia Teacalco,4261,19.24565,-98.31134,
Salamanca,Loma Pelada,4262,20.57042,-101.29592,
Molango de Escamilla,Molango,4265,20.7889,-98.7298,
Zongozotla,Zongozotla,4266,19.97891,-97.72797,
Tecoanapa,Tecoanapa,4268,16.98744,-99.25849,
Tequisquiapan,La Fuente,4272,20.55182,-100.0361,
Nicol·s RuÌz,Nicol·s RuÌz,4277,16.43883,-92.58303,
Atlacomulco,San Pedro del Rosal,4277,19.77797,-99.81335,
Tecate,Cereso del Hongo,4278,32.484167,-116.250556,
Atotonilco de Tula,Conejos,4284,19.97302,-99.24715,
San Juan Guichicovi,San Juan Guichicovi,4284,16.96214,-95.09342,
Soyaniquilpan de Ju·rez,San Francisco Soyaniquilpan,4287,20.01764,-99.53192,
Ocoyoacac,San Pedro Atlapulco,4288,19.24465,-99.39207,
Acapulco de Ju·rez,San Pedro las Playas,4292,16.82181,-99.73066,
Cansahcab,Cansahcab,4293,21.15293,-89.09762,
Magdalena Teitipac,Magdalena Teitipac,4297,16.90495,-96.55963,
Zacapoaxtla,Tatoxcac,4297,19.86739,-97.56464,
Castillo de Teayo,Castillo de Teayo,4297,20.74816,-97.63911,
Pedro Escobedo,La D,4298,20.44025,-100.1546,
Hidalgo,San MatÌas Grande,4299,19.72013,-100.60621,
Santiago Matatl·n,San Pablo Guil·,4303,16.80195,-96.44004,
Corregidora,Colonia los ¡ngeles,4309,20.535278,-100.488333,
Culiac·n,Culiacancito,4309,24.82318,-107.5342,
Cocula,Cocula,4310,18.23808,-99.65858,
Guerrero,Nueva Ciudad Guerrero,4312,26.56637,-99.22611,
El MarquÈs,General L·zaro C·rdenas (El Colorado),4315,20.56348,-100.24233,
RincÛn de Romos,PabellÛn de Hidalgo,4316,22.17728,-102.34214,
Toluca,Jicaltepec Cuexcontitl·n,4318,19.37241,-99.62756,
B·cum,San JosÈ de B·cum,4318,27.51532,-110.14429,
San Miguel Totolapan,San Miguel Totolapan,4319,18.15836,-100.3888,
Cihuatl·n,Barra de Navidad,4324,19.20604,-104.67898,
Tamasopo,Tamasopo,4326,21.92567,-99.3931,
Moctezuma,Moctezuma,4326,29.80598,-109.68047,
Temoaya,Molino Abajo,4330,19.45243,-99.60273,
Morelia,Villas de la Loma,4336,19.688053,-101.301389,
Ixtlahuaca,San CristÛbal los BaÒos,4337,19.7062,-99.87616,
Ocoyucan,San BernabÈ Temoxtitla,4338,18.99668,-98.32501,
Milpa Alta,San BartolomÈ Xicomulco,4340,19.20743,-99.06882,
Nadadores,Nadadores,4343,27.03205,-101.5892,
San AndrÈs Huay·pam,San AndrÈs Huay·pam,4344,17.09572,-96.68163,
M·rtir de Cuilapan,Apango,4345,17.74022,-99.32647,
Tepic,San Cayetano,4345,21.4531,-104.81711,
Nacajuca,Lomitas,4347,18.06461,-92.96326,
Tomatl·n,Tomatl·n,4348,19.03092,-97.00861,
Silao,Franco,4349,20.942624,-101.450815,
Naucalpan de Ju·rez,Ejido de San Francisco Chimalpa,4349,19.45036,-99.2968,
San Felipe del Progreso,San Felipe del Progreso,4350,19.7142,-99.95049,
Yehualtepec,San Miguel Zozutla,4351,18.75441,-97.65219,
Otzolotepec,Santa MarÌa Tetitla,4352,19.4249,-99.55772,
Etchojoa,Buaysiacobe,4356,27.0682,-109.68516,
Teotitl·n del Valle,Teotitl·n del Valle,4357,17.03015,-96.52102,
Tlacoachistlahuaca,Tlacoachistlahuaca,4359,16.81086,-98.30079,
Ensenada,San Vicente,4362,31.32489,-116.247,
Tecali de Herrera,Ahuatepec,4366,18.85815,-97.91797,
Perote,San Antonio Tenextepec,4368,19.48513,-97.26368,
Francisco I. Madero,El Rosario,4370,20.24646,-99.02891,
Ixtlahuaca,San Ildefonso,4371,19.561111,-99.785833,
Nicol·s Romero,San Miguel Hila,4373,19.593611,-99.325278,
Huixquilucan,San Juan Yautepec,4374,19.3491,-99.34147,
San Lorenzo Cacaotepec,Santiago Etla,4374,17.15095,-96.78291,
Tarimoro,La Moncada,4377,20.28296,-100.80636,
Irapuato,Lo de Ju·rez,4378,20.76626,-101.33847,
San Gregorio Atzompa,San Gregorio Atzompa,4378,19.02396,-98.34705,
San Lucas,Vicente Riva Palacio,4379,18.36728,-100.66391,
Tlahuapan,San Rafael Ixtapalucan,4379,19.29234,-98.55834,
Otzolotepec,San Mateo Mozoquilpan,4381,19.43396,-99.56413,
General Cepeda,General Cepeda,4382,25.37551,-101.47591,
Metepec,San Lucas Tunco (San Lucas),4382,19.23053,-99.54036,
Tetela de Ocampo,Ciudad de Tetela de Ocampo,4383,19.81575,-97.80869,
Ahome,El Estero (Juan JosÈ RÌos),4385,25.76389,-108.8352,
Tezontepec de Aldama,Panuaya,4392,20.19535,-99.26754,
QuerÈtaro,Tlacote el Bajo,4396,20.66025,-100.50951,
Zacapoaxtla,Xalacapan,4398,19.90488,-97.59209,
Otumba,Santiago Tolman,4402,19.72792,-98.79257,
Villa del CarbÛn,Loma Alta,4402,19.69138,-99.44948,
Tonal·,Tres Picos,4403,15.88573,-93.52689,
Atenco,Santa Isabel Ixtapan,4407,19.5847,-98.94548,
QuerÈtaro,El Salitre,4408,20.66541,-100.42243,
Jacala de Ledezma,Jacala,4415,21.007,-99.19227,
Acambay,Pueblo Nuevo,4422,19.9402,-99.90778,
Tepeji del RÌo de Ocampo,San Ildefonso,4423,19.99689,-99.37307,
Gonz·lez,Graciano S·nchez,4426,22.65637,-98.55492,
Jitotol,Jitotol,4427,17.06658,-92.8599,
Tecate,Nueva Colonia Hind˙,4431,32.49158,-116.57643,
Jes˙s MarÌa,Paseos de Aguascalientes,4432,21.9673,-102.29581,
San Pedro Cholula,Santa MarÌa Acuexcomac,4432,19.03857,-98.3826,
Ocosingo,Tenango,4436,16.90695,-92.25919,
Santa Isabel Xiloxoxtla,Santa Isabel Xiloxoxtla,4436,19.26363,-98.20647,
Panotla,San Jorge Tezoquipan,4438,19.31897,-98.31084,
Irapuato,San CristÛbal,4439,20.66051,-101.47735,
Toluca,San Cayetano Morelos,4439,19.40076,-99.70313,
El MarquÈs,La Piedad (San Miguel Colorado),4441,20.57942,-100.25598,
Puente de Ixtla,San JosÈ Vista Hermosa,4447,18.65392,-99.26602,
Comala,Suchitl·n,4450,19.37269,-103.71247,
Ziracuaretiro,San ¡ngel Zurumucapio,4453,19.44758,-101.89076,
San Pedro Mixtepec -Dto. 22 -,San Pedro Mixtepec Distrito 22,4453,15.9819,-97.07858,
Santa Cruz Quilehtla,Santa Cruz Quilehtla,4455,19.21368,-98.2186,
Zapotl·n de Ju·rez,San Pedro Huaquilpan,4459,19.99114,-98.86863,
Amatl·n de los Reyes,Paraje Nuevo,4465,18.87858,-96.86385,
Emiliano Zapata,Villa Emiliano Zapata (El Carrizal),4469,19.36641,-96.65854,
Teteles de Avila Castillo,Teteles de Avila Castillo,4471,19.85877,-97.45818,
Almoloya de Ju·rez,San Mateo Tlalchichilpan,4478,19.34247,-99.75763,
Aguascalientes,Villa Licenciado Jes˙s Ter·n (Calvillito),4481,21.83208,-102.18759,
Teziutl·n,San Juan Acateno,4481,19.87385,-97.36836,
Santa MarÌa del Oro,Santa MarÌa del Oro,4482,21.33374,-104.58753,
Zapopan,Fraccionamiento Campestre las Palomas,4488,20.81714,-103.44303,
Yaon·huac,Yaon·huac,4489,19.87613,-97.465,
Valle de Guadalupe,Valle de Guadalupe,4492,21.01101,-102.62073,
Ahualulco,Ahualulco del Sonido 13,4492,22.39735,-101.16588,
Emiliano Zapata,La Estanzuela,4492,19.46488,-96.85579,
Salvatierra,San Pedro de los Naranjos,4494,20.22727,-100.93792,
Mina,Mina,4495,26.00173,-100.53084,
¡lamo Temapache,Potrero del Llano,4498,21.0802,-97.73058,
Suchiate,La Libertad,4500,14.59174,-92.19272,
Santa Catarina Mechoac·n,Santa Catarina Mechoac·n,4500,16.33709,-97.84011,
Cajeme,Providencia,4501,27.51197,-109.98762,
San Marcos,Las Vigas,4504,16.7622,-99.22938,
Temascalcingo,La Magdalena,4505,19.95035,-99.99968,
Emiliano Zapata,Crucero Tezoyuca,4510,18.80785,-99.19085,
